PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
1630596,2021-22,00,1610612739,CLE,21.0,69,69,2331.0,422,830,0.508,23,92,0.25,167,252,0.663,143,427,570,174,56,115,133,147,1034,Evan Mobley
1630596,2022-23,00,1610612739,CLE,21.0,22,22,743.0,136,245,0.555,4,20,0.2,54,79,0.684,59,139,198,51,20,30,48,61,330,Evan Mobley
