PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
1630530,2021-22,00,1610612740,NOP,22.0,62,1,864.0,109,277,0.394,71,186,0.382,45,51,0.882,47,100,147,38,23,7,16,60,334,Trey Murphy III
1630530,2022-23,00,1610612740,NOP,22.0,19,9,533.0,84,172,0.488,45,109,0.413,35,37,0.946,24,61,85,23,20,9,15,33,248,Trey Murphy III
