PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
1630322,2021-22,00,1610612760,OKC,24.0,25,1,465.0,71,175,0.406,53,146,0.363,4,5,0.8,6,67,73,24,19,8,11,31,199,Lindy Waters III
1630322,2022-23,00,1610612760,OKC,25.0,5,0,69.0,8,23,0.348,7,22,0.318,0,0,0.0,2,8,10,2,3,0,0,5,23,Lindy Waters III
