PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
1631117,2022-23,00,1610612762,UTA,21.0,21,0,322.0,45,63,0.714,0,0,0.0,15,29,0.517,41,61,102,13,4,34,14,39,105,Walker Kessler
